relative_path,extension,bytes,sha256,duplicate_group,status,member_count,nested_archives,risky_members,traversal_members,same_name_directory,detail
推荐基础数模资料学习/matlab编程学习/精通MATLAB最优化计算(龚纯).part4.rar,.rar,10319872,3a75c97a73a934ad2b58f7602152bafe33f1bdeeeb3eaec075390f174490a1ac,ARCH-DUP-004,成员已索引,1,0,0,0,False,
推荐基础数模资料学习/matlab编程学习/精通MATLAB最优化计算(龚纯).part5.rar,.rar,10319872,ad26d8cf559d859e7934a5689ee4307f14a7c31e0f09fc9c6748ef49b9dae5a1,,成员已索引,1,0,0,0,False,
推荐基础数模资料学习/matlab编程学习/精通MATLAB最优化计算(龚纯).part6.rar,.rar,8419921,cbeed7b5611f65e2e49c8e4e43104cd1a94f592f0daa02ec606e5cd562f5bcc9,,成员已索引,1,0,0,0,False,
推荐基础数模资料学习/matlab编程学习/精通MATLAB最优化计算.RAR,.rar,151947,d5bf8fed0ce2ac2c572648eb837ca13515025e74acefd924116cc09ccaaafc67,,成员已索引,73,0,0,0,False,
推荐基础数模资料学习/十大算法/图论/哈密尔顿回路/三边交换简单算法/哈密尔顿回路.rar,.rar,1327,312bc5ffecf408884d8beeef9f70b818f006ae0529760f3249f56fed1dd20a2e,,成员已索引,4,0,0,0,False,
推荐基础数模资料学习/十大算法/神经网络.zip,.zip,306455,65e0081b42e39d6a6744084530b3e3f900f62fd991d91d3cc8e4de4f7d21f7e0,,成员已索引,3,0,0,0,True,
推荐基础数模资料学习/十大算法/遗传算法/遗传算法工具箱/GA.rar,.rar,555643,3cd46e2d7e142e5d59f4e8713436ba169bf45282b84fc62fd8b827ac5823d8bc,ARCH-DUP-001,成员已索引,20,5,0,0,False,
推荐基础数模资料学习/十大算法/遗传算法/遗传算法工具箱/GA2.zip,.zip,109092,5c89ec5caaa0c49db4de7da65b227ac2f30d1a890fa33d9eea27c3295f1f9480,ARCH-DUP-002,成员已索引,33,0,0,0,False,
推荐基础数模资料学习/十大算法/遗传算法/遗传算法工具箱2/遗传工具箱.rar,.rar,105129,f1f6a30ab3e9cb280437b7df21ac18f375ff9b827240729e79de65443efdb6e1,ARCH-DUP-003,成员已索引,58,0,0,0,False,
推荐基础数模资料学习/数学建模-历年考题.zip,.zip,10700228,d65a5e4545dbdd4d5a13b8933a0d3b5344e063db5becf215102005d9b5db02f0,,成员已索引,105,7,0,0,False,
推荐基础数模资料学习/数学建模-新手入门.zip,.zip,39482019,f84a813dc9c613b459d7582bd74b8c93fb98a6a47431b9f2cb856900f7cb261a,,成员已索引,45,0,1,0,False,
推荐基础数模资料学习/数学建模-算法-汇总.zip,.zip,25197195,05a5b1c64d2b9c315175efe5d65f100a1015291e3937dc576a34c52a441538da,,成员已索引,423,2,6,0,False,
推荐基础数模资料学习/数学建模-论文.zip,.zip,252273874,85572e6d3bc1265d919d74a45b8bc5becba7d0cb246e5b09a6517a1ccd2cab3e,,成员已索引,403,0,0,0,False,
推荐基础数模资料学习/数学建模.zip,.zip,2561777174,ad0d4d22e1194570878af9ccf436b29c49dd57e43bd42bf3b0f69b1f809fd2e7,,成员已索引,6474,221,122,0,False,
推荐基础数模资料学习/数学建模的29个通用模型及解法和matlab学习资料大全（模型）/数学建模的29个通用模型及解法和matlab学习资料大全第13到19章（模型）.rar,.rar,1225541,5e1324cea48a74a906ffc8a7a66a06e3a3bb1dd0138bedb1307743ec93449f60,,成员已索引,10,0,0,0,False,
推荐基础数模资料学习/数学建模的29个通用模型及解法和matlab学习资料大全（模型）/数学建模的29个通用模型及解法和matlab学习资料大全第1到13章.rar,.rar,2908003,f0219c753117dcc18ad76852d8fe5592d343ef2ab297c58c00b034a6b5fd1b61,,成员已索引,19,0,0,0,False,
推荐基础数模资料学习/数学建模的29个通用模型及解法和matlab学习资料大全（模型）/数学建模的29个通用模型及解法和matlab学习资料大全第20到30章.rar,.rar,3554496,89f8662b0c9b9cd9be2796206bb68573dc09c590b3c615d1d3f58fefe0e242ca,,成员已索引,14,0,0,0,False,
推荐基础数模资料学习/数学建模算法全收录.zip,.zip,8365909,77fab33e5a15e0db8a20abe88b84667ced3f8d7a099b9385731049079ca0b2b4,,成员已索引,38,0,0,0,False,
推荐基础数模资料学习/数学模型-超全模型汇总.zip,.zip,52651475,3680682047efb2dfb1de97da14092bef2ac0e8441eeab6af40c480251401c733,,成员已索引,298,0,0,0,False,
数学建模30个常用算法(Python代码).zip,.zip,135497828,05377b1ca9e749c9fc014c2c8fe5b4fdbe051c98e9eb487409fe6698d08177e2,,成员已索引,44,1,1,0,False,
数学建模程序代码资料合集/GRNN的数据预测-基于广义回归神经网络货运量预测.rar,.rar,2742718,0bcfb5c9e32fbe25811a453bff519c17326d0efbbb369cddae02a4d4f870ecee,,成员已索引,7,0,0,0,False,
数学建模程序代码资料合集/RBF神经网络做回归预测代码.zip,.zip,1101,e8a86daa8c3082828a4268083949ee464773c0efc88da8fb089238288ff53867,,成员已索引,1,0,0,0,True,
数学建模程序代码资料合集/《MATLAB+神经网络43个案例分析》源代码&数据.rar,.rar,12348019,c1366ca90e7a41dafeb51e792ce8a12fa9d987930d7a2d5b8e8c5f6ba9b30baf,,成员已索引,45,43,0,0,False,
数学建模程序代码资料合集/数字图像处理matlab代码.rar,.rar,315923,e3bbee3e8e74d52915d8b6a3301ad761c7a35cbb6494692a41d6446ba40a4357,,成员已索引,209,0,0,0,False,
数学建模程序代码资料合集/时间序列模型ARIMA的讲解与matlab代码实现（含多个实例）.rar,.rar,501877,c0eac12b12ee507f7c90e49007b72d26b37bf946d816f1a78ab9edfbbdcfb214,,成员已索引,6,0,0,0,False,
数学建模程序代码资料合集/第二期程序包：美赛各题型常见参考代码汇总.zip,.zip,119825780,e7ae2149e5df738342933db9d456190df264af3ebd7845c0790f20c2dcf78f9c,,成员已索引,13572,47,40,0,False,
数学建模程序代码资料合集/隐马尔可夫预测代码（含有大量案例）.zip,.zip,1400275,40053ab1bb90c8ae78c9080789e7e66e25537ad9b96ca078c638cb532bddcd4a,,成员已索引,39,0,0,0,False,
