rank,total_duration_s,minimum_missile_duration_s,M1_duration_s,M2_duration_s,M3_duration_s
86,25.92742587415062,7.71334592134464,9.785628810292987,7.71334592134464,8.428451142512996
87,25.865804491605985,6.688047120912506,12.44909893863808,6.728658432055401,6.688047120912506
88,25.85196093161214,6.674203560918661,12.44909893863808,6.728658432055401,6.674203560918661
89,25.843848266827344,6.688047120912506,12.427142713859435,6.728658432055401,6.688047120912506
90,25.837509540087602,3.7517002867725058,14.372463331970458,7.71334592134464,3.7517002867725058
91,25.8300047068335,6.674203560918661,12.427142713859435,6.728658432055401,6.674203560918661
92,25.773721811179513,3.7517002867725058,14.308675603062369,7.71334592134464,3.7517002867725058
93,25.70794246854301,7.71334592134464,9.552301844691527,7.71334592134464,8.44229470250684
94,25.694098908549165,7.71334592134464,9.552301844691527,7.71334592134464,8.428451142512996
95,25.690400177753425,6.688047120912506,8.358532336759462,10.643820720081457,6.688047120912506
96,25.67724248262443,6.688047120912506,8.345374641630467,10.643820720081457,6.688047120912506
97,25.67655661775958,6.674203560918661,8.358532336759462,10.643820720081457,6.674203560918661
98,25.663398922630584,6.674203560918661,8.345374641630467,10.643820720081457,6.674203560918661
99,25.604182574486146,3.7517002867725058,14.139136366368998,7.71334592134464,3.7517002867725058
100,25.592589915187048,6.688047120912506,11.191196872929902,7.71334592134464,6.688047120912506
101,25.586717879783865,3.7517002867725058,11.191196872929902,10.643820720081457,3.7517002867725058
102,25.579432220058052,6.688047120912506,11.178039177800908,7.71334592134464,6.688047120912506
103,25.578746355193203,6.674203560918661,11.191196872929902,7.71334592134464,6.674203560918661
104,25.573560184654873,3.7517002867725058,11.178039177800908,10.643820720081457,3.7517002867725058
105,25.565588660064208,6.674203560918661,11.178039177800908,7.71334592134464,6.674203560918661
106,25.562372167975496,3.7517002867725058,11.191196872929902,10.619475008273088,3.7517002867725058
107,25.5492144728465,3.7517002867725058,11.178039177800908,10.619475008273088,3.7517002867725058
108,25.540394845578057,3.7517002867725058,14.075348637460909,7.71334592134464,3.7517002867725058
109,25.50007950097869,6.401080186888471,6.401080186888471,10.656704611583377,8.44229470250684
110,25.48719560947677,6.401080186888471,6.401080186888471,10.643820720081457,8.44229470250684
111,25.486235940984844,6.401080186888471,6.401080186888471,10.656704611583377,8.428451142512996
112,25.473352049482926,6.401080186888471,6.401080186888471,10.643820720081457,8.428451142512996
113,25.406822982253118,6.728658432055401,10.235869847690878,6.728658432055401,8.44229470250684
114,25.392979422259273,6.728658432055401,10.235869847690878,6.728658432055401,8.428451142512996
115,25.384866757474477,6.728658432055401,10.213913622912234,6.728658432055401,8.44229470250684
116,25.371023197480632,6.728658432055401,10.213913622912234,6.728658432055401,8.428451142512996
117,25.2684715377873,6.169472223697082,6.169472223697082,10.656704611583377,8.44229470250684
118,25.25558764628538,6.169472223697082,6.169472223697082,10.643820720081457,8.44229470250684
119,25.254627977793454,6.169472223697082,6.169472223697082,10.656704611583377,8.428451142512996
120,25.241744086291536,6.169472223697082,6.169472223697082,10.643820720081457,8.428451142512996
121,25.17521501906173,6.728658432055401,10.004261884499488,6.728658432055401,8.44229470250684
122,25.161371459067887,6.728658432055401,10.004261884499488,6.728658432055401,8.428451142512996
123,25.153258794283083,6.728658432055401,9.982305659720843,6.728658432055401,8.44229470250684
124,25.13941523428924,6.728658432055401,9.982305659720843,6.728658432055401,8.428451142512996
125,25.11397102135691,6.014971707266693,6.014971707266693,10.656704611583377,8.44229470250684
126,25.101087129854992,6.014971707266693,6.014971707266693,10.643820720081457,8.44229470250684
127,25.100127461363066,6.014971707266693,6.014971707266693,10.656704611583377,8.428451142512996
128,25.087243569861148,6.014971707266693,6.014971707266693,10.643820720081457,8.428451142512996
129,25.020714502631343,6.728658432055401,9.8497613680691,6.728658432055401,8.44229470250684
130,25.006870942637498,6.728658432055401,9.8497613680691,6.728658432055401,8.428451142512996
131,24.998758277852694,6.728658432055401,9.827805143290455,6.728658432055401,8.44229470250684
132,24.98491471785885,6.728658432055401,9.827805143290455,6.728658432055401,8.428451142512996
133,24.88064405575545,5.7816447416652315,5.7816447416652315,10.656704611583377,8.44229470250684
134,24.86776016425353,5.7816447416652315,5.7816447416652315,10.643820720081457,8.44229470250684
135,24.866800495761606,5.7816447416652315,5.7816447416652315,10.656704611583377,8.428451142512996
136,24.853916604259684,5.7816447416652315,5.7816447416652315,10.643820720081457,8.428451142512996
137,24.78738753702988,6.728658432055401,9.61643440246764,6.728658432055401,8.44229470250684
138,24.773543977036034,6.728658432055401,9.61643440246764,6.728658432055401,8.428451142512996
139,24.765431312251238,6.728658432055401,9.594478177688995,6.728658432055401,8.44229470250684
140,24.765291502399492,6.688047120912506,7.420539769903607,10.656704611583377,6.688047120912506
141,24.75240761089757,6.688047120912506,7.420539769903607,10.643820720081457,6.688047120912506
142,24.752133807270496,6.688047120912506,7.407382074774614,10.656704611583377,6.688047120912506
143,24.751587752257393,6.728658432055401,9.594478177688995,6.728658432055401,8.428451142512996
144,24.751447942405647,6.674203560918661,7.420539769903607,10.656704611583377,6.674203560918661
145,24.73924991576858,6.688047120912506,7.407382074774614,10.643820720081457,6.688047120912506
146,24.738564050903726,6.674203560918661,7.420539769903607,10.643820720081457,6.674203560918661
147,24.73829024727665,6.674203560918661,7.407382074774614,10.656704611583377,6.674203560918661
148,24.725406355774734,6.674203560918661,7.407382074774614,10.643820720081457,6.674203560918661
149,24.67203498367392,6.688047120912506,11.255329430706015,6.728658432055401,6.688047120912506
150,24.65887728854493,6.688047120912506,11.24217173557702,6.728658432055401,6.688047120912506
151,24.658191423680076,6.674203560918661,11.255329430706015,6.728658432055401,6.674203560918661
152,24.650078758895276,6.688047120912506,11.23337320592737,6.728658432055401,6.688047120912506
153,24.645033728551084,6.674203560918661,11.24217173557702,6.728658432055401,6.674203560918661
154,24.63692106376628,6.688047120912506,11.220215510798376,6.728658432055401,6.688047120912506
155,24.63623519890143,6.674203560918661,11.23337320592737,6.728658432055401,6.674203560918661
156,24.623077503772436,6.674203560918661,11.220215510798376,6.728658432055401,6.674203560918661
157,24.514172960610942,7.71334592134464,8.358532336759462,7.71334592134464,8.44229470250684
158,24.501015265481946,7.71334592134464,8.345374641630467,7.71334592134464,8.44229470250684
159,24.500329400617098,7.71334592134464,8.358532336759462,7.71334592134464,8.428451142512996
160,24.4871717054881,7.71334592134464,8.345374641630467,7.71334592134464,8.428451142512996
161,24.410413066554078,3.7517002867725058,12.945366858436932,7.71334592134464,3.7517002867725058
162,24.397255371425082,3.7517002867725058,12.932209163307938,7.71334592134464,3.7517002867725058
163,24.34662533764599,3.7517002867725058,12.881579129528843,7.71334592134464,3.7517002867725058
164,24.333467642516993,3.7517002867725058,12.868421434399849,7.71334592134464,3.7517002867725058
165,23.745831919384354,6.401080186888471,6.401080186888471,10.656704611583377,6.688047120912506
166,23.732948027882436,6.401080186888471,6.401080186888471,10.643820720081457,6.688047120912506
167,23.73198835939051,6.401080186888471,6.401080186888471,10.656704611583377,6.674203560918661
168,23.71910446788859,6.401080186888471,6.401080186888471,10.643820720081457,6.674203560918661
169,23.686874547823386,4.5878752337331665,4.5878752337331665,10.656704611583377,8.44229470250684
170,23.673990656321465,4.5878752337331665,4.5878752337331665,10.643820720081457,8.44229470250684
171,23.67371685269439,4.574717538604173,4.574717538604173,10.656704611583377,8.44229470250684
172,23.67303098782954,4.5878752337331665,4.5878752337331665,10.656704611583377,8.428451142512996
173,23.660832961192472,4.574717538604173,4.574717538604173,10.643820720081457,8.44229470250684
174,23.66014709632762,4.5878752337331665,4.5878752337331665,10.643820720081457,8.428451142512996
175,23.659873292700546,4.574717538604173,4.574717538604173,10.656704611583377,8.428451142512996
176,23.652575400658783,6.688047120912506,10.235869847690878,6.728658432055401,6.688047120912506
177,23.648021656817978,6.688047120912506,9.233744723058912,7.72622981284656,6.688047120912506
178,23.646989401198628,4.574717538604173,4.574717538604173,10.643820720081457,8.428451142512996
179,23.642149621414795,3.7517002867725058,9.233744723058912,10.656704611583377,3.7517002867725058
180,23.63873184066494,6.674203560918661,10.235869847690878,6.728658432055401,6.674203560918661
181,23.63513776531606,6.688047120912506,9.233744723058912,7.71334592134464,6.688047120912506
182,23.634178096824133,6.674203560918661,9.233744723058912,7.72622981284656,6.674203560918661
183,23.630619175880142,6.688047120912506,10.213913622912234,6.728658432055401,6.688047120912506
184,23.629265729912873,3.7517002867725058,9.233744723058912,10.643820720081457,3.7517002867725058
185,23.621294205322215,6.674203560918661,9.233744723058912,7.71334592134464,6.674203560918661
186,23.617803909606426,3.7517002867725058,9.233744723058912,10.632358899775008,3.7517002867725058
187,23.616775615886297,6.674203560918661,10.213913622912234,6.728658432055401,6.674203560918661
188,23.604920018104508,3.7517002867725058,9.233744723058912,10.619475008273088,3.7517002867725058
189,23.593618029097815,6.728658432055401,8.422664894535574,6.728658432055401,8.44229470250684
190,23.580460333968823,6.728658432055401,8.40950719940658,6.728658432055401,8.44229470250684
191,23.57977446910397,6.728658432055401,8.422664894535574,6.728658432055401,8.428451142512996
192,23.57166180431917,6.728658432055401,8.400708669756929,6.728658432055401,8.44229470250684
193,23.566616773974978,6.728658432055401,8.40950719940658,6.728658432055401,8.428451142512996
194,23.558504109190174,6.728658432055401,8.387550974627935,6.728658432055401,8.44229470250684
195,23.557818244325325,6.728658432055401,8.400708669756929,6.728658432055401,8.428451142512996
196,23.554765138092407,3.798183633318583,13.06853438386132,3.798183633318583,6.688047120912506
197,23.548893102689227,3.7517002867725058,13.06853438386132,6.728658432055401,3.7517002867725058
198,23.54466054919633,6.728658432055401,8.387550974627935,6.728658432055401,8.428451142512996
199,23.540921578098562,3.798183633318583,13.06853438386132,3.798183633318583,6.674203560918661
200,23.532808913313765,3.798183633318583,13.046578159082674,3.798183633318583,6.688047120912506
