time_s,bomb_1_worst_distance_m,bomb_2_worst_distance_m,bomb_3_worst_distance_m,coverage_count
0.59,27.745497762189288,,,0
0.6,27.704825372856625,,,0
0.61,27.664147291059862,,,0
0.62,27.623463514358242,,,0
0.63,27.582774040314213,,,0
0.64,27.54207886649425,,,0
0.65,27.50137799046725,,,0
0.66,27.460671409807418,,,0
0.67,27.419959122090862,,,0
0.68,27.379241124898563,,,0
0.6900000000000001,27.338517415815616,,,0
0.7000000000000001,27.29778799242972,,,0
0.71,27.257052852333018,,,0
0.72,27.216311993121863,,,0
0.73,27.17556541239619,,,0
0.74,27.134813107759378,,,0
0.75,27.094055076820386,,,0
0.76,27.053291317190435,,,0
0.77,27.012521826486296,,,0
0.78,26.9717466023285,,,0
0.79,26.93096564234184,,,0
0.8,26.89017894415423,,,0
0.81,26.849386505400556,,,0
0.8200000000000001,26.808588323717466,,,0
0.8300000000000001,26.767784396747217,,,0
0.84,26.726974722137093,,,0
0.85,26.686159297537284,,,0
0.86,26.64533812060451,,,0
0.87,26.60451118899851,,,0
0.88,26.563678500385084,,,0
0.89,26.52284005243381,,,0
0.9,26.481995842819163,,,0
0.91,26.4411458692211,,,0
0.92,26.40029012932383,,,0
0.93,26.359428620817056,,,0
0.9400000000000001,26.318561341395714,,,0
0.9500000000000001,26.277688288759126,,,0
0.96,26.23680946061187,,,0
0.97,26.195924854664376,,,0
0.98,26.15503446863182,,,0
0.99,26.114138300234707,,,0
1.0,26.07323634719934,10.000003612620375,,0
1.01,26.032328607257412,9.964593122532074,,1
1.02,25.991415078145145,9.929231059538026,,1
1.03,25.950495757606113,9.893917010919058,,1
1.04,25.909570643388044,9.858647089378035,,1
1.05,25.868639733245086,9.823421844230834,,1
1.06,25.827703024937055,9.788244821235317,,1
1.07,25.78676051623,9.753121126168713,,1
1.08,25.74581220489474,9.718043847841273,,1
1.09,25.70485808870912,9.683013566027144,,1
1.1,25.66389816545652,9.648035971939933,,1
1.11,25.62293243292697,9.613112616626426,,1
1.12,25.58196088891604,9.578238095530061,,1
1.1300000000000001,25.540983531226146,9.543413113146277,,1
1.1400000000000001,25.500000357665492,9.508649874833202,,1
1.1500000000000001,25.459011366048884,9.473937385956772,,1
1.16,25.418016554197834,9.439276284106862,,1
1.17,25.37701591993958,9.404678132499038,,1
1.18,25.336009461109246,9.370134198515203,,1
1.19,25.294997175547845,9.335644135838333,,1
1.2,25.253979061103266,9.301220715064142,,1
1.21,25.21295511563015,9.266852120282191,,1
1.22,25.171925336990093,9.232544987109899,,1
1.23,25.130889723051986,9.198301793867186,,1
1.24,25.089848271691334,9.16411636486462,,1
1.25,25.04880098079089,9.130002134588079,,1
1.26,25.00774784824106,9.09594641749797,,1
1.27,24.96668887193887,9.06196278392799,,1
1.28,24.925624049789445,9.02804124513059,,1
1.29,24.8845533797046,8.994193588271141,,1
1.3,24.84347685960486,8.960410019223755,,1
1.31,24.80239448741712,8.926704601832272,,1
1.32,24.761306261076466,8.89306698996597,,1
1.33,24.720212178526637,8.85950608956178,,1
1.34,24.67911223771745,8.826021242809157,,1
1.35,24.638006436608393,8.792611100344544,,1
1.36,24.596894773166603,8.759282999128471,,1
1.37,24.555777245366833,8.726036413131206,,1
1.3800000000000001,24.5146538511925,8.692871568259584,,1
1.3900000000000001,24.473524588635094,8.659791275342792,,1
1.4000000000000001,24.43238945569508,8.626798358629017,,1
1.41,24.391248450380893,8.593895654582717,,1
1.42,24.350101570709832,8.561086010662155,,1
1.43,24.3089488147082,8.528372284083586,,1
1.44,24.267790180410632,8.495757340570034,,1
1.45,24.226625665860823,8.463244053086619,,1
1.46,24.185455269111735,8.430835300560684,,1
1.47,24.144278988225025,8.398536733301968,,1
1.48,24.103096821271606,8.36635404394396,,1
1.49,24.061908766332202,8.334291637115602,,1
1.5,24.02071482149648,8.302355733448842,,1
1.51,23.979514984863815,8.27055515943512,,1
1.52,23.938309254543015,8.238898552846619,,1
1.53,23.897097628652826,8.207397175367095,,1
1.54,23.855880105321837,8.1760658288452,,1
1.55,23.814656682688824,8.144922311083391,,1
1.56,23.77342735890195,8.113991686111707,,1
1.57,23.732192132120108,8.083306844676086,,1
1.58,23.69095100051218,8.052909299452539,,1
1.59,23.649703962257625,8.022844105475667,,1
1.6,23.60845101554636,7.993136101743742,,1
1.61,23.56719215857891,7.9637728850386456,,1
1.62,23.525927389566775,7.934716523211665,,1
1.6300000000000001,23.4846567067321,7.905930878899993,,1
1.6400000000000001,23.443380108307455,7.877389616348306,,1
1.6500000000000001,23.402097592537476,7.849069215082941,,1
1.6600000000000001,23.36080915767744,7.820957047068688,,1
1.67,23.31951480199466,7.793039167213584,,1
1.68,23.278214523767083,7.765307436348599,,1
1.69,23.236908321284773,7.7377543379654705,,1
1.7,23.19559619284923,7.710374706076285,,1
1.71,23.154278136774096,7.683163107836785,,1
1.72,23.11295415138486,7.656119621392482,,1
1.73,23.071624235019037,7.629237371570349,,1
1.74,23.030288386026513,7.602518067636854,,1
1.75,22.988946602769726,7.57595593404944,,1
1.76,22.947598883623513,7.54955139855945,,1
1.77,22.906245226975255,7.523306643723685,,1
1.78,22.864885631225263,7.497217634489259,,1
1.79,22.82352009478729,7.47128424705636,,1
1.8,22.78214861608705,7.445506340097864,,1
1.81,22.740771193564576,7.419883755820652,,1
1.82,22.69938782567293,7.394416321034644,,1
1.83,22.65799851087855,7.369107438099826,,1
1.84,22.616603247661743,7.343955480501605,,1
1.85,22.575202034516373,7.318959404882257,,1
1.86,22.533794869951137,7.294118998149813,,1
1.87,22.492381752487905,7.269437762845169,,1
1.8800000000000001,22.450962680663313,7.2449183058207325,,1
1.8900000000000001,22.409537653028607,7.220555189656168,,1
1.9000000000000001,22.36810666814906,7.196353679399973,,1
1.9100000000000001,22.32666972460542,7.172316085059737,,1
1.92,22.285226820993575,7.148435477495353,,1
1.93,22.243777955923303,7.124726481439817,,1
1.94,22.20232312802142,7.101175994047833,,1
1.95,22.160862335929025,7.0777962427446335,,1
1.96,22.11939557830253,7.054579616998304,,1
1.97,22.07792285381534,7.031535334870694,,1
1.98,22.036444161156357,7.0086563433786395,,1
1.99,21.994959499030127,6.985953822156402,,1
2.0,21.95346886615856,6.9634162678986256,19.379057619057544,1
2.0100000000000002,21.911972261279008,6.941061863399803,19.408264453486208,1
2.02,21.87046968314666,6.91887524902084,19.43751639574876,1
2.0300000000000002,21.828961130532637,6.896869707393428,19.46681328042564,1
2.04,21.787446602225973,6.875041128353491,19.496154942814297,1
2.05,21.74592609703279,6.853387687952903,19.52554121892799,1
2.06,21.704399613775816,6.831923650398617,19.554971945493705,1
2.07,21.662867151297124,6.810636196933339,19.584446959950977,1
2.08,21.621328708454985,6.789533278586818,19.61396610045012,1
2.09,21.57978428412731,6.768620504306848,19.643529205850445,1
2.1,21.538233877208672,6.747889675399056,19.67313611571875,1
2.11,21.496677486613777,6.727349078127202,19.70278667032757,1
2.12,21.455115111275116,6.707003177787703,19.73248071065327,1
2.13,21.41354675014382,6.686844643918262,19.762218078374772,1
2.14,21.371972402190934,6.666878265387746,19.791998615871236,1
2.15,21.33039206640712,6.647115001450108,19.82182216622064,1
2.16,21.288805741801482,6.627544574039632,19.85168857319789,1
2.17,21.24721342740328,6.608168803994875,19.881597681272986,1
2.18,21.20561512226268,6.588999639472763,19.911549335609187,1
2.19,21.164010825449143,6.570033237047297,19.941543382061116,1
2.2,21.122400536053036,6.551267009555146,19.971579667173096,1
2.21,21.08078425318515,6.532702791252342,20.00165803817695,1
2.22,21.03916197597744,6.514354603031325,20.03177834299015,1
2.23,20.99753370358325,6.4962139256237155,20.061940430214193,1
2.24,20.95589943517728,6.47828079822534,20.09214414913248,1
2.25,20.914259169955653,6.4605570599175035,20.122389349708083,1
2.2600000000000002,20.872612907136297,6.443053625496901,20.15267588258237,1
2.27,20.830960645959923,6.425767610274714,20.18300359907256,1
2.2800000000000002,20.78930238568935,6.408696521117602,20.213372351169554,1
2.29,20.747638125610575,6.391842192375888,20.243781991536775,1
2.3000000000000003,20.705967865031308,6.375207178013315,20.274232373507296,1
2.31,20.664291603283704,6.3588046896524055,20.304723351082107,1
2.32,20.622609339722942,6.342624464964039,20.335254778928174,1
2.33,20.5809210737285,6.326668323081848,20.365826512376376,1
2.34,20.539226804702842,6.310938077901651,20.39643840741901,1
2.35,20.497526532073646,6.295435537365657,20.42709032070845,1
2.36,20.455820255292647,6.280174005316816,20.457782109554355,1
2.37,20.414107973837382,6.265144507787593,20.48851363192196,1
2.38,20.372389687209118,6.2503481070152045,20.519284746430056,1
2.39,20.330665394935668,6.235786578393068,20.550095312348283,1
2.4,20.288935096570796,6.2214616875761415,20.580945189595617,1
2.41,20.24719879169376,6.207378041769259,20.61183423873816,1
2.42,20.20545647991005,6.1935432905698615,20.642762320986506,1
2.43,20.16370816085203,6.179950414365085,20.673729298194136,1
2.44,20.121953834179834,6.166601130544651,20.704735032854977,1
2.45,20.080193499579465,6.153497142716774,20.73577938810126,1
2.46,20.038427156765884,6.140640139881605,20.76686222770146,1
2.47,19.996654805481487,6.128031795595072,20.797983416057896,1
2.48,19.954876445496588,6.115683258901278,20.82914281820459,1
2.49,19.913092076610646,6.103588157328456,20.860340299805376,1
2.5,19.871301698652335,6.091746633378496,20.89157572715115,1
2.5100000000000002,19.829505311478318,6.080160288961368,20.92284896715825,1
2.52,19.787702914976826,6.068830706279908,20.954159887365506,1
2.5300000000000002,19.74589450906446,6.05775944696804,20.985508355932794,1
2.54,19.70408009368924,6.0469480512351215,21.016894241638514,1
2.5500000000000003,19.662259668829506,6.036404900212334,21.04831741387704,1
2.56,19.620433234494357,6.0261280653646425,21.079777742656805,1
2.57,19.57860079072466,6.01611557067075,21.111275098598174,1
2.58,19.536762337593597,6.00636886065017,21.14280935293067,1
2.59,19.49491787520545,5.996889354115317,21.174380377491453,1
2.6,19.45306740369822,5.987678443332379,21.205988044722417,1
2.61,19.411210923242322,5.9787374931851485,21.23763222766835,1
2.62,19.369348434041754,5.970067840349852,21.269312799974415,1
2.63,19.327479936334115,5.961675372100608,21.301029635884003,1
2.64,19.285605430391055,5.953561812463197,21.33278261023656,1
2.65,19.24372491651992,5.9457233688939075,21.36457159846499,1
2.66,19.20183839506158,5.938161255731658,21.39639647659373,1
2.67,19.159945866393247,5.93087665511423,21.428257121236424,1
2.68,19.11804733092747,5.923870716218653,21.46015340959356,1
2.69,19.076142789114172,5.917144554519655,21.4920852194502,1
2.7,19.034232241438733,5.9106992510614305,21.524052429173498,1
2.71,18.992315688424537,5.904535851750955,21.556054917711048,1
2.72,18.950393130632577,5.89865601795418,21.58809256458792,1
2.73,18.908464568661536,5.89306829485673,21.62016524990466,1
2.74,18.86653000314926,5.887765375006342,21.652272854335024,1
2.75,18.82458943477207,5.8827481556733,21.68441525912382,1
2.7600000000000002,18.78264286424573,5.878017495735704,21.71659234608447,1
2.77,18.740690292327375,5.873574215100125,21.748803997596422,1
2.7800000000000002,18.698731719813484,5.8694190941416,21.78105009660372,1
2.79,18.656767147541323,5.865552873171479,21.813330526611747,1
2.8000000000000003,18.614796576390496,5.861976251932327,21.845645171685685,1
2.81,18.572820007282083,5.858689889117957,21.877993916447778,1
2.82,18.530837441180317,5.855694401921769,21.91037664607542,1
2.83,18.48884887909141,5.852991658085181,21.94279324629864,1
2.84,18.446854322066812,5.8505876895948274,21.97524370151756,1
2.85,18.404853771200425,5.8484761662968605,22.0077284938827,1
2.86,18.362847227632336,5.846657534186251,22.040246811087677,1
2.87,18.3208346925471,5.845132195947555,22.072798541073134,1
2.88,18.27881616717498,5.843900510687931,22.105383572320758,1
2.89,18.2367916527933,5.842962793698086,22.138001793850975,1
2.9,18.194761150726357,5.84231931624884,22.170653095221525,1
2.91,18.152724662345122,5.84197030541875,22.203337366524263,1
2.92,18.11068218907,5.841915943955091,22.236054498383464,1
2.93,18.06863373236923,5.842156370170538,22.26880438195308,1
2.94,18.0265792937608,5.842691677868612,22.301586908915272,1
2.95,17.984518874813325,5.843521916308258,22.334401971477167,1
2.96,17.942452477144787,5.8446494845938535,22.367249462369436,1
2.97,17.90038010242608,5.846076779877608,22.40012927484348,1
2.98,17.858301752378757,5.847798849952364,22.433041302669796,1
2.99,17.81621742877824,5.849815565110397,22.46598544013513,1
3.0,17.774127133451685,5.852126751425788,22.498961582040476,1
3.0100000000000002,17.732030868281655,5.854732190919684,22.53196962369897,1
3.02,17.689928635205167,5.857631621755919,22.56500946093369,1
3.0300000000000002,17.647820436214396,5.860824738469542,22.598080990074926,1
3.04,17.60570627335739,5.864311192228845,22.631184107958816,1
3.0500000000000003,17.56358614873951,5.868090591127239,22.66431871192426,1
3.06,17.521460064523367,5.872162500507747,22.697484699811394,1
3.0700000000000003,17.47932802293047,5.8765264433164095,22.730681969958994,1
3.08,17.437190026240888,5.88118190048555,22.7639104212023,1
3.09,17.395046076793907,5.886128311348542,22.7971699528712,1
3.1,17.352896176991145,5.891365074080423,22.83046046478751,1
3.11,17.310740329294482,5.8968916660017054,22.863781857263003,1
3.12,17.268578536228166,5.902713475196638,22.897134031097536,1
3.13,17.226410800379817,5.90882354625144,22.930516887576054,1
3.14,17.184237124400628,5.915221116865165,22.96393032846747,1
3.15,17.142057511006655,5.921905386204454,22.99737425602166,1
3.16,17.099871962979563,5.928875515501489,23.030848572967873,1
3.17,17.057680483167317,5.936130628670492,23.064353182512125,1
3.18,17.01548307448537,5.943669812949108,23.097887988335412,1
3.19,16.973279739917412,5.951492119556827,23.131452894591284,1
3.2,16.931070482516525,5.959596564375197,23.16504780590371,1
3.21,16.88885530540504,5.9679821286451995,23.198672627365365,1
3.22,16.84663421177725,5.976647759682828,23.232327264534774,1
3.23,16.80440720489835,5.985592371609694,23.266011623435094,1
3.24,16.762174288107985,5.99481484609977,23.299725610551125,1
3.25,16.719935464817468,6.00431403313914,23.333469132827837,1
3.2600000000000002,16.67769073851563,6.014088751800702,23.367242097667635,1
3.27,16.63544011276507,6.024137791027107,23.401044412928943,1
3.2800000000000002,16.593183591206348,6.034459910428579,23.434875986923885,1
3.29,16.550921177557836,6.045053841087499,23.46873672841568,1
3.3000000000000003,16.508652875617084,6.055920444888405,23.502626546617435,1
3.31,16.466378689261287,6.067059366536437,23.536545351189474,1
3.3200000000000003,16.424098622449435,6.078466083689784,23.57049305223718,1
3.33,16.381812679222275,6.090139221084694,23.604469560309457,1
3.34,16.339520863704344,6.102077379084413,23.63847478639649,1
3.35,16.297223180104837,6.114279134521288,23.672508641927106,1
3.36,16.25491963271868,6.126743041538791,23.70657103876756,1
3.37,16.212610225927502,6.1394676324374196,23.740661889219187,1
3.38,16.170294964201464,6.1524514185182095,23.77478110601625,1
3.39,16.12797385210051,6.165692890929009,23.808928602323622,1
3.4,16.085646894273584,6.179190521505399,23.84310429173594,1
3.41,16.043314095463487,6.192942763612837,23.877308088273992,1
3.42,16.00097546050514,6.206948052982845,23.911539906383982,1
3.43,15.95863099432759,6.221204808546769,23.945799660935034,1
3.44,15.916280701957133,6.235711433264341,23.980087267217012,1
3.45,15.873924588515786,6.25046631494597,24.014402640938968,1
3.46,15.83156265922478,6.265467827069054,24.048745698226806,1
3.47,15.789194919405261,6.2807143295878,24.083116355621424,1
3.48,15.746821374479731,6.296204169734143,24.11751453007693,1
3.49,15.704442029972952,6.311935682811218,24.1519401389587,1
3.5,15.662056891514828,6.327907192977408,24.186393100040416,1
3.5100000000000002,15.619665964840577,6.344117014020315,24.220873331503917,1
3.52,15.577269255792313,6.360563450121849,24.255380751935828,1
3.5300000000000002,15.534866770321885,6.3772458848544575,24.289915280326348,1
3.54,15.492458514490416,6.394164643539685,24.324476836066783,1
3.5500000000000003,15.450044494471454,6.411314834734779,24.35906533894825,1
3.56,15.407624716552558,6.4286947315189815,24.393680709159344,1
3.5700000000000003,15.365199187136085,6.4463026010326345,24.428322867284,1
3.58,15.322767912740796,6.464136705171021,24.46299173430061,1
3.59,15.280330900005357,6.482195301264725,24.49768723157887,1
3.6,15.23788815568709,6.5004766427461265,24.532409280878845,1
3.61,15.195439686667203,6.518978979803047,24.567157804348632,1
3.62,15.1529854999492,6.53770056001785,24.601932724522545,1
3.63,15.110525602663651,6.556639628992704,24.636733964319316,1
3.64,15.068060002067444,6.575794430960375,24.67156144704042,1
3.65,15.02558870554807,6.595163209380921,24.70641509636771,1
3.66,14.983111720623441,6.614744207523245,24.741294836362428,1
3.67,14.9406290549455,6.634535669032403,24.776200591462356,1
3.68,14.89814071630082,6.654535838482029,24.811132286480813,1
3.69,14.855646712614236,6.674742961911866,24.846089846604528,1
3.7,14.813147051948956,6.695155287350344,24.881073197391594,1
3.71,14.77064174251058,6.715771065322502,24.91608226477016,1
3.72,14.728130792647805,6.73658854934309,24.951116975036047,1
3.73,14.685614210854707,6.757605996394,24.986177254852066,1
3.74,14.643092005774674,6.778821667388546,25.021263031244345,1
3.75,14.60056418620015,6.800233827619007,25.056374231602526,1
3.7600000000000002,14.558030761077074,6.821840747191187,25.091510783676913,1
3.77,14.51549173950473,6.843640701443344,25.126672615576812,1
3.7800000000000002,14.47294713074145,6.865631971351414,25.161859655769007,1
3.79,14.430396944204157,6.887812843919025,25.1970718330761,1
3.8000000000000003,14.387841189472297,6.910181612554394,25.232309076674326,1
3.81,14.345279876289522,6.932736577432291,25.267571316092333,1
3.8200000000000003,14.302713014566706,6.955476045842564,25.302858481209004,1
3.83,14.260140614385179,6.978400243155688,25.33817050225221,1
3.84,14.217562685997835,7.001506765094221,25.373507309796583,1
3.85,14.174979239832853,7.024792719646614,25.408868834762284,1
3.86,14.132390286496292,7.048256445918836,25.4442550084133,1
3.87,14.089795836775513,7.071896291679195,25.479665762355044,1
3.88,14.047195901640379,7.095710613627234,25.51510102853374,1
3.89,14.004590492247258,7.119697777650263,25.55056073923372,1
3.9,13.961979619942374,7.143856159067565,25.58604482707675,1
3.91,13.919363296263727,7.16818414286248,25.621553225019642,1
3.92,13.876741532944843,7.192680123902971,25.65708586635278,1
3.93,13.834114341918005,7.217342507150688,25.692642684698846,1
3.94,13.791481735317053,7.242169707858368,25.72822361401046,1
3.95,13.748843725480363,7.267160151756753,25.763828588569346,1
3.96,13.706200324955283,7.292312275230202,25.799457542984122,1
3.97,13.6635515464999,7.317624525482281,25.83511041218896,1
3.98,13.620897403087755,7.34309536069067,25.870787131441872,1
3.99,13.578237907910788,7.368723250152346,25.906487636323526,1
4.0,13.535573074383231,7.394506674418736,25.942211862734645,1
4.01,13.492902916145392,7.4204441254218,25.977959746895532,1
4.0200000000000005,13.45022744706525,7.446534106590292,26.013731225344095,1
4.03,13.407546681246016,7.472775132957567,26.04952623493383,1
4.04,13.364860633026977,7.499165731260295,26.085344712832832,1
4.05,13.322169316988276,7.525704440028735,26.12118659652233,1
4.0600000000000005,13.279472747954985,7.552389809669067,26.157051823794486,1
4.07,13.236770941001536,7.5792204025371035,26.192940332751263,1
4.08,13.194063911455347,7.6061947930050335,26.228852061802893,1
4.09,13.151351674901047,7.633311567519957,26.26478694966649,1
4.1,13.108634247185153,7.660569324655643,26.300744935364147,1
4.11,13.065911644420668,7.6879666751569165,26.336725958221628,1
4.12,13.023183882991127,7.715502241977495,26.372729957866902,1
4.13,12.980450979554462,7.7431746603110305,26.408756874228672,1
4.14,12.937712951049656,7.770982577616114,26.444806647534527,1
4.15,12.894969814699385,7.798924653634758,26.48087921831018,1
4.16,12.852221588017018,7.826999560405289,26.51697452737711,1
4.17,12.80946828880945,7.855205982269413,26.55309251585197,1
4.18,12.766709935183703,7.883542615873874,26.589233125144272,1
4.19,12.723946545551348,7.912773152257693,26.62539629695544,1
4.2,12.681178138634394,7.943002625567173,26.661581973277425,1
4.21,12.638404733470066,7.973335289297027,26.697790096391135,1
4.22,12.595626349416317,8.003770072183542,26.734020608864395,1
4.23,12.552843006157683,8.034305915371526,26.770273453551837,1
4.24,12.51005472371208,8.06494177231327,26.80654857359216,1
4.25,12.4672615224343,8.095676608666864,26.842845912407522,1
4.26,12.424463423023925,8.12650940219259,26.879165413701976,1
4.2700000000000005,12.381660446530335,8.15743914264878,26.91550702145952,1
4.28,12.33885261436026,8.18846483168588,26.951870679943728,1
4.29,12.296039948282688,8.219585482740188,26.988256333695386,1
4.3,12.253222470435583,8.250800120926538,27.0246639275317,1
4.3100000000000005,12.210400203334174,8.282107782930069,27.06109340654435,1
4.32,12.167573169875102,8.313507516897515,27.09754471609918,1
4.33,12.124741393345461,8.344998382327843,27.134017801833654,1
4.34,12.081904897429135,8.376579449962579,27.17051260965591,1
4.3500000000000005,12.039063706213383,8.408249801675488,27.20702908574384,1
4.36,11.996217844197966,8.440008530361752,27.243567176543152,1
4.37,11.953367336300843,8.471854739827831,27.28012682876649,1
4.38,11.910512207866452,8.503787544680005,27.316707989391837,1
4.39,11.867652484674512,8.535806070213185,27.353310605660827,1
4.4,11.824788192946842,8.567909452300198,27.389934625078652,1
4.41,11.781919359355705,8.60009683728051,27.426579995411437,1
4.42,11.739046011033876,8.632367381849122,27.46324666468545,1
4.43,11.696168175580336,8.66472025294577,27.499934581185965,1
4.44,11.653285881071985,8.69715462764404,27.53664369345567,1
4.45,11.61039915607083,8.729669693041277,27.573373950293764,1
4.46,11.567508029633947,8.762264646148052,27.610125300754152,1
4.47,11.524612531321633,8.794938693778446,27.646897694144887,1
4.48,11.481712691210094,8.827691052440434,27.683691080025515,1
4.49,11.438808539897247,8.86052094822727,27.720505408208165,1
4.5,11.39590010851554,8.893427616708479,27.757340628753834,1
4.51,11.352987428741397,8.926410302822005,27.79419669197259,1
4.5200000000000005,11.310070532805554,8.959468260766405,27.83107354842201,1
4.53,11.267149453504553,8.992600753894097,27.867971148905955,1
4.54,11.224224234143847,9.02580705460488,27.90488944447302,1
4.55,11.181295288978376,9.05908644424008,27.941828386415565,1
4.5600000000000005,11.138362262417946,9.092438212977582,27.978787926268986,1
4.57,11.095425189635522,9.125861659727095,28.015768015809403,1
4.58,11.052484106427322,9.159356092026952,28.052768607053586,1
4.59,11.009539049224655,9.19292082594036,28.08978965225687,1
4.6000000000000005,10.966590055106831,9.226555185953863,28.126831103912604,1
4.61,10.923637161815117,9.26025850487488,28.163892914750566,1
4.62,10.880680407763945,9.294030123732263,28.200975037736026,1
4.63,10.837719832056333,9.327869988256028,28.23807742606844,1
4.64,10.794755474496862,9.361777429122426,28.275200033180123,1
4.65,10.75178737560632,9.39575122345707,28.31234281273551,1
4.66,10.70881557663591,9.429790744345482,28.349505718629906,1
4.67,10.665840119582848,9.463895372601234,28.38668870498773,1
4.68,10.622861047204896,9.498064496670446,28.42389172616227,1
4.69,10.579878403036856,9.532297512535992,28.46111473673384,1
4.7,10.536892231405728,9.566593823624798,28.498357691509238,1
4.71,10.49390257744792,9.600952840713799,28.535620545520246,1
4.72,10.450909487126522,9.635373981837816,28.572903254021888,1
4.73,10.40791300724718,9.669856672198724,28.610205772492847,1
4.74,10.364913185477176,9.704400344074916,28.647528056633313,1
4.75,10.321910070362282,9.739004436731504,28.684870062363743,1
4.76,10.27890371134765,9.773668396332345,28.722231745824306,1
4.7700000000000005,10.23589415879407,9.808391675851704,28.75961306337391,1
4.78,10.192881464000237,9.843173734988131,28.797013971588026,1
4.79,10.14986567922052,9.878014040078423,28.834434427259144,1
4.8,10.10684685768742,9.91291206401266,28.871874387394552,1
4.8100000000000005,10.063825053631614,9.94786728615044,28.90933380921535,1
4.82,10.020800322304407,9.98287919223788,28.94681265015612,1
4.83,9.977772719998972,10.017947274325241,28.98431086786338,1
4.84,9.934742304074657,10.05307103068631,29.021828420194485,1
4.8500000000000005,9.891709132978718,10.088249965737196,29.05936526521635,1
4.86,9.848673266271964,10.123483589958036,29.09692136120507,1
4.87,9.80563476465241,10.158771419813865,29.134496709977117,1
4.88,9.762593689980916,10.194112977677612,29.172091407478025,1
4.89,9.71955010530685,10.229507791752855,29.20970522900647,1
4.9,9.676504074896098,10.264955395998497,29.247338133674123,1
4.91,9.633455664256392,10.30045533005427,29.28499008079585,1
4.92,9.59040494016742,10.336007139166352,29.32266102988989,1
4.93,9.54735197070877,10.371610374114157,29.360350940675723,1
4.94,9.504296825289801,10.407264591139173,29.39805977307323,1
4.95,9.461239574680222,10.442969351872451,29.435787487202518,1
4.96,9.418180291041441,10.47872422326516,29.47353404338202,1
4.97,9.375119047958625,10.514528777518857,29.51129940212782,1
4.98,9.332055920474088,10.550382592016524,29.54908352415276,1
4.99,9.288990985121577,10.586285249255077,29.58688637036528,1
5.0,9.245924319960322,10.62223633677847,29.624707901868973,1
5.01,9.202856004611625,10.658235447111256,29.662548079960754,1
5.0200000000000005,9.159786120295976,10.69428217769395,29.700406866130862,1
5.03,9.116714749871507,10.730376130817712,29.73828422206104,1
5.04,9.07364197787119,10.766516913561755,29.77618010962386,1
5.05,9.030567890545026,10.802704137729839,29.81409449088254,1
5.0600000000000005,8.987492575901223,10.838937419788069,29.852027328088504,1
5.07,8.94441612374722,10.87521638080475,29.889978583681867,1
5.08,8.901338625734967,10.911540646389184,29.92794822028997,1
5.09,8.858260175406352,10.947909846632081,29.96593620072605,1
5.1000000000000005,8.815180868237533,10.984323616047115,30.00394248798878,1
5.11,8.772100801688762,11.020781593512652,30.041967045261526,1
5.12,8.729020075252377,11.05728342221447,30.080009835910918,1
5.13,8.685938790503593,11.093828749589344,30.118070823486736,1
5.14,8.64285705115321,11.130417227269042,30.156149971719447,1
5.15,8.599774963100348,11.167048511025369,30.19424724452143,1
5.16,8.556692634488526,11.203722260716,30.23236260598434,1
5.17,8.513610175761661,11.240438140230827,30.270496020379337,1
5.18,8.47052769972391,11.27719581743883,30.308647452155196,1
5.19,8.427445321599732,11.313994964136416,30.34681686593851,1
5.2,8.38436315909497,11.350835255995431,30.38500422653227,1
